Date Time, Water Level, Sigma, I, L 
2016-07-08 23:00,1.166,0.007,0,0
2016-07-09 00:00,0.956,0.009,0,0
2016-07-09 01:00,0.866,0.012,0,0
2016-07-09 02:00,0.756,0.008,0,0
2016-07-09 03:00,0.803,0.012,0,0
2016-07-09 04:00,0.857,0.008,0,0
2016-07-09 05:00,1.077,0.006,0,0
2016-07-09 06:00,1.216,0.016,0,0
2016-07-09 07:00,1.397,0.010,0,0
2016-07-09 08:00,1.448,0.016,0,0
2016-07-09 09:00,1.394,0.013,0,0
2016-07-09 10:00,1.256,0.008,0,0
2016-07-09 11:00,1.066,0.008,0,0
2016-07-09 12:00,0.686,0.011,0,0
2016-07-09 13:00,0.428,0.015,0,0
2016-07-09 14:00,0.211,0.003,0,0
2016-07-09 15:00,0.206,0.008,0,0
2016-07-09 16:00,0.161,0.008,0,0
2016-07-09 17:00,0.371,0.004,0,0
2016-07-09 18:00,0.634,0.025,0,0
2016-07-09 19:00,0.902,0.041,0,0
2016-07-09 20:00,1.105,0.007,0,0
2016-07-09 21:00,1.306,0.010,0,0
2016-07-09 22:00,1.273,0.008,0,0
2016-07-09 23:00,1.284,0.007,0,0
2016-07-10 00:00,1.123,0.017,0,0
2016-07-10 01:00,0.984,0.014,0,0
2016-07-10 02:00,0.894,0.008,0,0
2016-07-10 03:00,0.818,0.005,0,0
2016-07-10 04:00,0.789,0.005,0,0
2016-07-10 05:00,0.844,0.022,0,0
2016-07-10 06:00,1.022,0.018,0,0
2016-07-10 07:00,1.106,0.009,0,0
2016-07-10 08:00,1.171,0.007,0,0
2016-07-10 09:00,1.248,0.007,0,0
2016-07-10 10:00,1.235,0.012,0,0
2016-07-10 11:00,1.093,0.009,0,0
2016-07-10 12:00,0.847,0.006,0,0
2016-07-10 13:00,0.698,0.007,0,0
2016-07-10 14:00,0.522,0.009,0,0
2016-07-10 15:00,0.383,0.009,0,0
2016-07-10 16:00,0.349,0.006,0,0
2016-07-10 17:00,0.385,0.005,0,0
2016-07-10 18:00,0.568,0.005,0,0
2016-07-10 19:00,0.810,0.010,0,0
2016-07-10 20:00,0.995,0.012,0,0
2016-07-10 21:00,1.230,0.013,0,0
2016-07-10 22:00,1.362,0.015,0,0
2016-07-10 23:00,1.410,0.018,0,0
2016-07-11 00:00,1.348,0.019,0,0
2016-07-11 01:00,1.225,0.011,0,0
2016-07-11 02:00,1.066,0.007,0,0
2016-07-11 03:00,0.965,0.008,0,0
2016-07-11 04:00,0.843,0.011,0,0
2016-07-11 05:00,0.843,0.005,0,0
2016-07-11 06:00,0.868,0.008,0,0
2016-07-11 07:00,0.906,0.015,0,0
2016-07-11 08:00,1.049,0.014,0,0
2016-07-11 09:00,1.106,0.006,0,0
2016-07-11 10:00,1.122,0.007,0,0
2016-07-11 11:00,1.110,0.011,0,0
2016-07-11 12:00,1.010,0.008,0,0
2016-07-11 13:00,0.881,0.009,0,0
2016-07-11 14:00,0.741,0.013,0,0
2016-07-11 15:00,0.584,0.006,0,0
2016-07-11 16:00,0.520,0.007,0,0
2016-07-11 17:00,0.531,0.007,0,0
2016-07-11 18:00,0.595,0.004,0,0
2016-07-11 19:00,0.727,0.006,0,0
2016-07-11 20:00,0.965,0.010,0,0
2016-07-11 21:00,1.181,0.012,0,0
2016-07-11 22:00,1.359,0.015,0,0
2016-07-11 23:00,1.409,0.012,0,0
2016-07-12 00:00,1.446,0.007,0,0
2016-07-12 01:00,1.368,0.005,0,0
2016-07-12 02:00,1.216,0.011,0,0
2016-07-12 03:00,1.042,0.012,0,0
2016-07-12 04:00,0.899,0.014,0,0
2016-07-12 05:00,0.763,0.013,0,0
2016-07-12 06:00,0.699,0.008,0,0
2016-07-12 07:00,0.713,0.004,0,0
2016-07-12 08:00,0.760,0.012,0,0
2016-07-12 09:00,0.804,0.021,0,0
2016-07-12 10:00,0.963,0.014,0,0
2016-07-12 11:00,0.964,0.013,0,0
2016-07-12 12:00,0.996,0.007,0,0
2016-07-12 13:00,0.983,0.006,0,0
2016-07-12 14:00,0.923,0.013,0,0
2016-07-12 15:00,0.800,0.014,0,0
2016-07-12 16:00,0.642,0.010,0,0
2016-07-12 17:00,0.601,0.007,0,0
2016-07-12 18:00,0.637,0.008,0,0
2016-07-12 19:00,0.670,0.003,0,0
2016-07-12 20:00,0.856,0.011,0,0
2016-07-12 21:00,1.047,0.009,0,0
2016-07-12 22:00,1.268,0.006,0,0
2016-07-12 23:00,1.403,0.013,0,0
2016-07-13 00:00,1.529,0.008,0,0
2016-07-13 01:00,1.503,0.006,0,0
2016-07-13 02:00,1.427,0.011,0,0
2016-07-13 03:00,1.241,0.005,0,0
2016-07-13 04:00,0.999,0.004,0,0
2016-07-13 05:00,0.844,0.016,0,0
2016-07-13 06:00,0.618,0.005,0,0
2016-07-13 07:00,0.598,0.017,0,0
2016-07-13 08:00,0.516,0.020,0,0
2016-07-13 09:00,0.653,0.032,0,0
2016-07-13 10:00,0.684,0.005,0,0
2016-07-13 11:00,0.831,0.023,0,0
2016-07-13 12:00,0.917,0.005,0,0
2016-07-13 13:00,0.944,0.008,0,0
2016-07-13 14:00,0.953,0.006,0,0
2016-07-13 15:00,0.910,0.015,0,0
2016-07-13 16:00,0.786,0.017,0,0
2016-07-13 17:00,0.671,0.006,0,0
2016-07-13 18:00,0.649,0.007,0,0
2016-07-13 19:00,0.646,0.013,0,0
2016-07-13 20:00,0.705,0.009,0,0
2016-07-13 21:00,0.948,0.012,0,0
2016-07-13 22:00,1.114,0.006,0,0
2016-07-13 23:00,1.290,0.010,0,0
2016-07-14 00:00,1.462,0.006,0,0
2016-07-14 01:00,1.586,0.007,0,0
2016-07-14 02:00,1.502,0.012,0,0
2016-07-14 03:00,1.446,0.008,0,0
2016-07-14 04:00,1.155,0.017,0,0
2016-07-14 05:00,0.942,0.017,0,0
2016-07-14 06:00,0.695,0.013,0,0
2016-07-14 07:00,0.509,0.004,0,0
2016-07-14 08:00,0.390,0.006,0,0
2016-07-14 09:00,0.351,0.004,0,0
2016-07-14 10:00,0.502,0.014,0,0
2016-07-14 11:00,0.600,0.008,0,0
2016-07-14 12:00,0.748,0.009,0,0
2016-07-14 13:00,0.910,0.006,0,0
2016-07-14 14:00,1.000,0.004,0,0
2016-07-14 15:00,0.948,0.008,0,0
2016-07-14 16:00,0.968,0.006,0,0
2016-07-14 17:00,0.932,0.011,0,0
2016-07-14 18:00,0.749,0.003,0,0
2016-07-14 19:00,0.774,0.020,0,0
2016-07-14 20:00,0.767,0.014,0,0
2016-07-14 21:00,0.835,0.005,0,0
2016-07-14 22:00,0.991,0.009,0,0
2016-07-14 23:00,1.212,0.009,0,0
2016-07-15 00:00,1.469,0.015,0,0
2016-07-15 01:00,1.584,0.008,0,0
2016-07-15 02:00,1.617,0.010,0,0
2016-07-15 03:00,1.546,0.012,0,0
2016-07-15 04:00,1.296,0.017,0,0
2016-07-15 05:00,1.105,0.019,0,0
2016-07-15 06:00,0.735,0.015,0,0
2016-07-15 07:00,0.488,0.018,0,0
2016-07-15 08:00,0.270,0.015,0,0
2016-07-15 09:00,0.238,0.020,0,0
2016-07-15 10:00,0.315,0.029,0,0
2016-07-15 11:00,0.515,0.019,0,0
2016-07-15 12:00,0.625,0.011,0,0
2016-07-15 13:00,0.843,0.005,0,0
2016-07-15 14:00,0.965,0.024,0,0
2016-07-15 15:00,1.116,0.006,0,0
2016-07-15 16:00,1.058,0.006,0,0
2016-07-15 17:00,1.022,0.008,0,0
2016-07-15 18:00,0.810,0.015,0,0
2016-07-15 19:00,0.732,0.009,0,0
2016-07-15 20:00,0.733,0.011,0,0
2016-07-15 21:00,0.725,0.005,0,0
2016-07-15 22:00,0.947,0.031,0,0
2016-07-15 23:00,1.227,0.011,0,0
2016-07-16 00:00,1.416,0.020,0,0
2016-07-16 01:00,1.559,0.006,0,0
2016-07-16 02:00,1.713,0.009,0,0
2016-07-16 03:00,1.641,0.019,0,0
2016-07-16 04:00,1.525,0.008,0,0
2016-07-16 05:00,1.219,0.010,0,0
2016-07-16 06:00,0.959,0.013,0,0
2016-07-16 07:00,0.612,0.011,0,0
2016-07-16 08:00,0.384,0.020,0,0
2016-07-16 09:00,0.154,0.019,0,0
2016-07-16 10:00,0.092,0.011,0,0
2016-07-16 11:00,0.224,0.012,0,0
2016-07-16 12:00,0.391,0.013,0,0
2016-07-16 13:00,0.696,0.005,0,0
2016-07-16 14:00,0.892,0.006,0,0
2016-07-16 15:00,1.090,0.010,0,0
2016-07-16 16:00,1.103,0.006,0,0
2016-07-16 17:00,1.102,0.012,0,0
2016-07-16 18:00,0.982,0.013,0,0
2016-07-16 19:00,0.888,0.011,0,0
2016-07-16 20:00,0.834,0.008,0,0
2016-07-16 21:00,0.835,0.019,0,0
2016-07-16 22:00,0.917,0.012,0,0
2016-07-16 23:00,1.046,0.011,0,0
2016-07-17 00:00,1.244,0.008,0,0
2016-07-17 01:00,1.532,0.032,0,0
2016-07-17 02:00,1.712,0.014,0,0
2016-07-17 03:00,1.825,0.009,0,0
2016-07-17 04:00,1.693,0.017,0,0
2016-07-17 05:00,1.500,0.019,0,0
2016-07-17 06:00,1.152,0.016,0,0
2016-07-17 07:00,0.792,0.017,0,0
2016-07-17 08:00,0.407,0.009,0,0
2016-07-17 09:00,0.135,0.008,0,0
2016-07-17 10:00,0.030,0.004,0,0
2016-07-17 11:00,0.059,0.008,0,0
2016-07-17 12:00,0.186,0.006,0,0
2016-07-17 13:00,0.498,0.013,0,0
2016-07-17 14:00,0.736,0.007,0,0
2016-07-17 15:00,0.963,0.009,0,0
2016-07-17 16:00,1.100,0.006,0,0
2016-07-17 17:00,1.198,0.010,0,0
2016-07-17 18:00,1.081,0.008,0,0
2016-07-17 19:00,0.925,0.013,0,0
2016-07-17 20:00,0.810,0.007,0,0
2016-07-17 21:00,0.756,0.008,0,0
2016-07-17 22:00,0.724,0.015,0,0
2016-07-17 23:00,0.901,0.007,0,0
2016-07-18 00:00,1.124,0.011,0,0
2016-07-18 01:00,1.411,0.009,0,0
2016-07-18 02:00,1.635,0.021,0,0
2016-07-18 03:00,1.810,0.009,0,0
2016-07-18 04:00,1.831,0.010,0,0
2016-07-18 05:00,1.658,0.015,0,0
2016-07-18 06:00,1.403,0.009,0,0
2016-07-18 07:00,1.038,0.009,0,0
2016-07-18 08:00,0.570,0.017,0,0
2016-07-18 09:00,0.197,0.007,0,0
2016-07-18 10:00,0.006,0.009,0,0
2016-07-18 11:00,-0.076,0.005,0,0
2016-07-18 12:00,0.030,0.016,0,0
2016-07-18 13:00,0.269,0.006,0,0
2016-07-18 14:00,0.581,0.011,0,0
2016-07-18 15:00,0.852,0.005,0,0
2016-07-18 16:00,1.081,0.013,0,0
2016-07-18 17:00,1.158,0.014,0,0
2016-07-18 18:00,1.134,0.012,0,0
2016-07-18 19:00,1.018,0.007,0,0
2016-07-18 20:00,0.837,0.005,0,0
2016-07-18 21:00,0.712,0.011,0,0
2016-07-18 22:00,0.698,0.006,0,0
2016-07-18 23:00,0.771,0.006,0,0
2016-07-19 00:00,0.955,0.005,0,0
2016-07-19 01:00,1.205,0.016,0,0
2016-07-19 02:00,1.536,0.009,0,0
2016-07-19 03:00,1.779,0.008,0,0
2016-07-19 04:00,1.866,0.012,0,0
2016-07-19 05:00,1.841,0.013,0,0
2016-07-19 06:00,1.566,0.006,0,0
2016-07-19 07:00,1.217,0.017,0,0
2016-07-19 08:00,0.706,0.019,0,0
2016-07-19 09:00,0.319,0.019,0,0
2016-07-19 10:00,0.007,0.013,0,0
2016-07-19 11:00,-0.162,0.005,0,0
2016-07-19 12:00,-0.160,0.008,0,0
2016-07-19 13:00,0.057,0.005,0,0
2016-07-19 14:00,0.287,0.016,0,0
2016-07-19 15:00,0.673,0.004,0,0
2016-07-19 16:00,0.971,0.006,0,0
2016-07-19 17:00,1.146,0.019,0,0
2016-07-19 18:00,1.202,0.000,1,0
2016-07-19 19:00,1.088,0.006,0,0
2016-07-19 20:00,0.993,0.009,0,0
2016-07-19 21:00,0.795,0.013,0,0
2016-07-19 22:00,0.728,0.006,0,0
2016-07-19 23:00,0.643,0.013,0,0
2016-07-20 00:00,0.825,0.009,0,0
2016-07-20 01:00,1.064,0.008,0,0
2016-07-20 02:00,1.377,0.008,0,0
2016-07-20 03:00,1.629,0.013,0,0
2016-07-20 04:00,1.853,0.013,0,0
2016-07-20 05:00,1.877,0.022,0,0
2016-07-20 06:00,1.730,0.022,0,0
2016-07-20 07:00,1.458,0.026,0,0
2016-07-20 08:00,1.067,0.008,0,0
2016-07-20 09:00,0.554,0.007,0,0
2016-07-20 10:00,0.179,0.014,0,0
2016-07-20 11:00,-0.106,0.018,0,0
2016-07-20 12:00,-0.161,0.008,0,0
2016-07-20 13:00,-0.047,0.010,0,0
2016-07-20 14:00,0.206,0.009,0,0
2016-07-20 15:00,0.505,0.011,0,0
2016-07-20 16:00,0.839,0.011,0,0
2016-07-20 17:00,1.132,0.005,0,0
2016-07-20 18:00,1.256,0.008,0,0
2016-07-20 19:00,1.257,0.009,0,0
2016-07-20 20:00,1.082,0.008,0,0
2016-07-20 21:00,0.909,0.009,0,0
2016-07-20 22:00,0.742,0.012,0,0
2016-07-20 23:00,0.659,0.008,0,0
2016-07-21 00:00,0.687,0.008,0,0
2016-07-21 01:00,0.862,0.021,0,0
2016-07-21 02:00,1.159,0.008,0,0
2016-07-21 03:00,1.467,0.015,0,0
2016-07-21 04:00,1.745,0.010,0,0
2016-07-21 05:00,1.899,0.009,0,0
2016-07-21 06:00,1.865,0.014,0,0
2016-07-21 07:00,1.653,0.013,0,0
2016-07-21 08:00,1.324,0.013,0,0
2016-07-21 09:00,0.893,0.015,0,0
2016-07-21 10:00,0.485,0.010,0,0
2016-07-21 11:00,0.100,0.004,0,0
2016-07-21 12:00,-0.143,0.004,0,0
2016-07-21 13:00,-0.135,0.006,0,0
2016-07-21 14:00,0.020,0.006,0,0
2016-07-21 15:00,0.343,0.012,0,0
2016-07-21 16:00,0.680,0.009,0,0
2016-07-21 17:00,1.029,0.007,0,0
2016-07-21 18:00,1.237,0.004,0,0
2016-07-21 19:00,1.326,0.008,0,0
2016-07-21 20:00,1.234,0.013,0,0
2016-07-21 21:00,1.072,0.014,0,0
2016-07-21 22:00,0.884,0.009,0,0
2016-07-21 23:00,0.730,0.011,0,0
2016-07-22 00:00,0.654,0.005,0,0
2016-07-22 01:00,0.684,0.026,0,0
2016-07-22 02:00,0.939,0.012,0,0
2016-07-22 03:00,1.190,0.014,0,0
2016-07-22 04:00,1.481,0.013,0,0
2016-07-22 05:00,1.738,0.012,0,0
2016-07-22 06:00,1.806,0.012,0,0
2016-07-22 07:00,1.770,0.012,0,0
2016-07-22 08:00,1.532,0.017,0,0
2016-07-22 09:00,1.145,0.018,0,0
2016-07-22 10:00,0.691,0.007,0,0
2016-07-22 11:00,0.341,0.006,0,0
2016-07-22 12:00,0.000,0.020,0,0
2016-07-22 13:00,-0.081,0.006,0,0
2016-07-22 14:00,0.001,0.008,0,0
2016-07-22 15:00,0.224,0.007,0,0
2016-07-22 16:00,0.484,0.007,0,0
2016-07-22 17:00,0.820,0.016,0,0
2016-07-22 18:00,1.147,0.014,0,0
2016-07-22 19:00,1.324,0.012,0,0
2016-07-22 20:00,1.348,0.013,0,0
2016-07-22 21:00,1.235,0.006,0,0
2016-07-22 22:00,1.044,0.005,0,0
2016-07-22 23:00,0.823,0.005,0,0
2016-07-23 00:00,0.685,0.008,0,0
2016-07-23 01:00,0.651,0.009,0,0
2016-07-23 02:00,0.752,0.007,0,0
2016-07-23 03:00,0.952,0.011,0,0
2016-07-23 04:00,1.246,0.013,0,0
2016-07-23 05:00,1.505,0.011,0,0
2016-07-23 06:00,1.677,0.009,0,0
2016-07-23 07:00,1.737,0.018,0,0
2016-07-23 08:00,1.627,0.012,0,0
2016-07-23 09:00,1.362,0.017,0,0
2016-07-23 10:00,1.056,0.010,0,0
2016-07-23 11:00,0.661,0.010,0,0
2016-07-23 12:00,0.278,0.006,0,0
2016-07-23 13:00,0.068,0.008,0,0
2016-07-23 14:00,0.034,0.006,0,0
2016-07-23 15:00,0.142,0.011,0,0
2016-07-23 16:00,0.379,0.013,0,0
2016-07-23 17:00,0.732,0.013,0,0
2016-07-23 18:00,1.067,0.016,0,0
2016-07-23 19:00,1.344,0.005,0,0
2016-07-23 20:00,1.400,0.009,0,0
2016-07-23 21:00,1.478,0.010,0,0
2016-07-23 22:00,1.266,0.014,0,0
2016-07-23 23:00,1.102,0.011,0,0
2016-07-24 00:00,0.872,0.008,0,0
2016-07-24 01:00,0.713,0.017,0,0
2016-07-24 02:00,0.677,0.008,0,0
2016-07-24 03:00,0.785,0.005,0,0
2016-07-24 04:00,0.942,0.007,0,0
2016-07-24 05:00,1.199,0.011,0,0
2016-07-24 06:00,1.387,0.007,0,0
2016-07-24 07:00,1.548,0.008,0,0
2016-07-24 08:00,1.577,0.018,0,0
2016-07-24 09:00,1.482,0.007,0,0
2016-07-24 10:00,1.265,0.013,0,0
2016-07-24 11:00,0.875,0.008,0,0
2016-07-24 12:00,0.585,0.004,0,0
2016-07-24 13:00,0.322,0.010,0,0
2016-07-24 14:00,0.151,0.009,0,0
2016-07-24 15:00,0.182,0.012,0,0
2016-07-24 16:00,0.300,0.007,0,0
2016-07-24 17:00,0.569,0.015,0,0
2016-07-24 18:00,0.901,0.007,0,0
2016-07-24 19:00,1.195,0.007,0,0
2016-07-24 20:00,1.374,0.018,0,0
2016-07-24 21:00,1.484,0.010,0,0
2016-07-24 22:00,1.426,0.012,0,0
2016-07-24 23:00,1.271,0.013,0,0
2016-07-25 00:00,1.050,0.010,0,0
2016-07-25 01:00,0.843,0.011,0,0
2016-07-25 02:00,0.716,0.009,0,0
2016-07-25 03:00,0.634,0.014,0,0
2016-07-25 04:00,0.691,0.008,0,0
2016-07-25 05:00,0.848,0.006,0,0
2016-07-25 06:00,1.021,0.007,0,0
2016-07-25 07:00,1.210,0.007,0,0
2016-07-25 08:00,1.363,0.007,0,0
2016-07-25 09:00,1.390,0.015,0,0
2016-07-25 10:00,1.301,0.014,0,0
2016-07-25 11:00,1.092,0.006,0,0
2016-07-25 12:00,0.832,0.006,0,0
2016-07-25 13:00,0.583,0.012,0,0
2016-07-25 14:00,0.361,0.008,0,0
2016-07-25 15:00,0.226,0.007,0,0
2016-07-25 16:00,0.295,0.005,0,0
2016-07-25 17:00,0.440,0.012,0,0
2016-07-25 18:00,0.715,0.012,0,0
2016-07-25 19:00,1.013,0.007,0,0
2016-07-25 20:00,1.282,0.012,0,0
2016-07-25 21:00,1.467,0.018,0,0
2016-07-25 22:00,1.578,0.011,0,0
2016-07-25 23:00,1.476,0.008,0,0
2016-07-26 00:00,1.331,0.006,0,0
2016-07-26 01:00,1.061,0.015,0,0
2016-07-26 02:00,0.832,0.011,0,0
2016-07-26 03:00,0.716,0.014,0,0
2016-07-26 04:00,0.586,0.016,0,0
2016-07-26 05:00,0.625,0.011,0,0
2016-07-26 06:00,0.739,0.008,0,0
2016-07-26 07:00,0.851,0.010,0,0
2016-07-26 08:00,1.015,0.009,0,0
2016-07-26 09:00,1.130,0.017,0,0
2016-07-26 10:00,1.189,0.009,0,0
2016-07-26 11:00,1.195,0.009,0,0
2016-07-26 12:00,1.037,0.011,0,0
2016-07-26 13:00,0.856,0.017,0,0
2016-07-26 14:00,0.650,0.008,0,0
2016-07-26 15:00,0.476,0.008,0,0
2016-07-26 16:00,0.437,0.008,0,0
2016-07-26 17:00,0.480,0.009,0,0
2016-07-26 18:00,0.618,0.016,0,0
2016-07-26 19:00,0.977,0.010,0,0
2016-07-26 20:00,1.175,0.014,0,0
2016-07-26 21:00,1.411,0.014,0,0
2016-07-26 22:00,1.609,0.029,0,0
2016-07-26 23:00,1.710,0.016,0,0
2016-07-27 00:00,1.588,0.013,0,0
2016-07-27 01:00,1.397,0.016,0,0
2016-07-27 02:00,1.195,0.009,0,0
2016-07-27 03:00,0.967,0.013,0,0
2016-07-27 04:00,0.657,0.005,0,0
2016-07-27 05:00,0.606,0.008,0,0
2016-07-27 06:00,0.523,0.008,0,0
2016-07-27 07:00,0.567,0.010,0,0
2016-07-27 08:00,0.699,0.011,0,0
2016-07-27 09:00,0.841,0.009,0,0
2016-07-27 10:00,1.015,0.023,0,0
2016-07-27 11:00,1.104,0.004,0,0
2016-07-27 12:00,1.103,0.010,0,0
2016-07-27 13:00,1.074,0.009,0,0
2016-07-27 14:00,0.904,0.012,0,0
2016-07-27 15:00,0.765,0.010,0,0
2016-07-27 16:00,0.658,0.025,0,0
2016-07-27 17:00,0.549,0.022,0,0
2016-07-27 18:00,0.568,0.017,0,0
2016-07-27 19:00,0.762,0.009,0,0
2016-07-27 20:00,0.978,0.004,0,0
2016-07-27 21:00,1.281,0.008,0,0
2016-07-27 22:00,1.510,0.004,0,0
2016-07-27 23:00,1.684,0.008,0,0
2016-07-28 00:00,1.750,0.007,0,0
2016-07-28 01:00,1.706,0.006,0,0
2016-07-28 02:00,1.448,0.018,0,0
2016-07-28 03:00,1.214,0.006,0,0
2016-07-28 04:00,0.896,0.016,0,0
2016-07-28 05:00,0.660,0.004,0,0
2016-07-28 06:00,0.442,0.008,0,0
2016-07-28 07:00,0.370,0.006,0,0
2016-07-28 08:00,0.378,0.006,0,0
2016-07-28 09:00,0.517,0.003,0,0
2016-07-28 10:00,0.641,0.012,0,0
2016-07-28 11:00,0.908,0.012,0,0
2016-07-28 12:00,0.981,0.008,0,0
2016-07-28 13:00,1.112,0.015,0,0
2016-07-28 14:00,1.087,0.004,0,0
2016-07-28 15:00,1.032,0.004,0,0
2016-07-28 16:00,0.889,0.006,0,0
2016-07-28 17:00,0.744,0.008,0,0
2016-07-28 18:00,0.689,0.005,0,0
2016-07-28 19:00,0.704,0.009,0,0
2016-07-28 20:00,0.773,0.019,0,0
2016-07-28 21:00,1.097,0.010,0,0
2016-07-28 22:00,1.312,0.005,0,0
2016-07-28 23:00,1.641,0.009,0,0
2016-07-29 00:00,1.782,0.011,0,0
2016-07-29 01:00,1.894,0.007,0,0
2016-07-29 02:00,1.778,0.009,0,0
2016-07-29 03:00,1.644,0.013,0,0
2016-07-29 04:00,1.240,0.009,0,0
2016-07-29 05:00,0.881,0.013,0,0
2016-07-29 06:00,0.512,0.011,0,0
2016-07-29 07:00,0.326,0.004,0,0
2016-07-29 08:00,0.192,0.009,0,0
2016-07-29 09:00,0.174,0.006,0,0
2016-07-29 10:00,0.346,0.005,0,0
2016-07-29 11:00,0.590,0.013,0,0
2016-07-29 12:00,0.836,0.014,0,0
2016-07-29 13:00,1.075,0.028,0,0
2016-07-29 14:00,1.183,0.004,0,0
2016-07-29 15:00,1.205,0.008,0,0
2016-07-29 16:00,1.089,0.010,0,0
2016-07-29 17:00,1.002,0.006,0,0
2016-07-29 18:00,0.886,0.005,0,0
2016-07-29 19:00,0.793,0.010,0,0
2016-07-29 20:00,0.742,0.006,0,0
2016-07-29 21:00,0.872,0.004,0,0
2016-07-29 22:00,1.169,0.007,0,0
2016-07-29 23:00,1.405,0.013,0,0
2016-07-30 00:00,1.729,0.008,0,0
2016-07-30 01:00,1.890,0.012,0,0
2016-07-30 02:00,1.980,0.011,0,0
2016-07-30 03:00,1.844,0.008,0,0
2016-07-30 04:00,1.631,0.006,0,0
2016-07-30 05:00,1.217,0.005,0,0
2016-07-30 06:00,0.816,0.004,0,0
2016-07-30 07:00,0.386,0.008,0,0
2016-07-30 08:00,0.144,0.007,0,0
2016-07-30 09:00,0.010,0.022,0,0
2016-07-30 10:00,0.039,0.005,0,0
2016-07-30 11:00,0.280,0.007,0,0
2016-07-30 12:00,0.574,0.009,0,0
2016-07-30 13:00,0.826,0.036,0,0
2016-07-30 14:00,1.122,0.030,0,0
2016-07-30 15:00,1.215,0.016,0,0
2016-07-30 16:00,1.327,0.015,0,0
2016-07-30 17:00,1.091,0.015,0,0
2016-07-30 18:00,1.043,0.021,0,0
2016-07-30 19:00,0.774,0.009,0,0
2016-07-30 20:00,0.711,0.004,0,0
2016-07-30 21:00,0.716,0.004,0,0
2016-07-30 22:00,0.926,0.011,0,0
2016-07-30 23:00,1.170,0.012,0,0
2016-07-31 00:00,1.466,0.008,0,0
2016-07-31 01:00,1.801,0.018,0,0
2016-07-31 02:00,2.027,0.020,0,0
2016-07-31 03:00,2.044,0.011,0,0
2016-07-31 04:00,1.902,0.014,0,0
2016-07-31 05:00,1.556,0.006,0,0
2016-07-31 06:00,1.094,0.019,0,0
2016-07-31 07:00,0.694,0.009,0,0
2016-07-31 08:00,0.251,0.009,0,0
2016-07-31 09:00,0.016,0.014,0,0
2016-07-31 10:00,-0.130,0.006,0,0
2016-07-31 11:00,0.017,0.004,0,0
2016-07-31 12:00,0.193,0.004,0,0
2016-07-31 13:00,0.603,0.006,0,0
2016-07-31 14:00,0.875,0.005,0,0
2016-07-31 15:00,1.159,0.014,0,0
2016-07-31 16:00,1.310,0.012,0,0
2016-07-31 17:00,1.360,0.008,0,0
2016-07-31 18:00,1.189,0.008,0,0
2016-07-31 19:00,0.991,0.007,0,0
2016-07-31 20:00,0.769,0.009,0,0
2016-07-31 21:00,0.719,0.005,0,0
2016-07-31 22:00,0.724,0.007,0,0
2016-07-31 23:00,0.925,0.013,0,0
